Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def
Ivan Nekić,CRO,DF,Holstein Kiel,23,2000,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
David Nemeth,AUT,DF,St. Pauli,23,2001,23.7,8,0.34,7,1,0,0,0,0,2,0.08,1,1,0,0,0,0
Luca Netz,GER,DF,Gladbach,21,2003,10.8,27,2.51,25,1,0,0,0,1,4,0.37,4,0,0,0,0,0
Manuel Neuer,GER,GK,Bayern Munich,38,1986,22.0,3,0.14,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Florian Neuhaus,GER,MF,Gladbach,27,1997,4.2,17,4.02,14,0,2,1,0,0,1,0.24,1,0,0,0,0,0
Moritz Nicolas,GER,GK,Gladbach,26,1997,18.2,1,0.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Julian Niehues,GER,MF,Heidenheim,23,2001,1.7,4,2.34,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Justin Njinmah,GER,"FW,MF",Werder Bremen,23,2000,10.6,39,3.69,27,0,5,2,5,0,4,0.38,3,0,0,0,1,0
Felix Nmecha,GER,MF,Dortmund,23,2000,16.8,32,1.91,25,0,3,2,2,0,6,0.36,3,0,1,1,1,0
Lukas Nmecha,GER,"FW,MF",Wolfsburg,25,1998,5.2,8,1.54,5,0,1,1,1,0,1,0.19,0,0,0,1,0,0
Alexander Nübel,GER,GK,Stuttgart,27,1996,34.0,10,0.29,8,2,0,0,0,0,3,0.09,3,0,0,0,0,0
Antonio Nusa,NOR,"MF,DF",RB Leipzig,19,2005,17.3,41,2.37,29,0,8,0,4,0,5,0.29,4,0,0,0,1,0
David Odogu,GER,DF,Wolfsburg,18,2006,2.2,1,0.46,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Tim Oermann,GER,DF,Bochum,20,2003,24.6,20,0.81,18,1,0,0,0,1,3,0.12,3,0,0,0,0,0
Ifechukwu Ogbus,SUI,DF,Freiburg,18,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Michael Olise,FRA,"FW,MF",Bayern Munich,22,2001,25.9,169,6.51,121,17,15,7,9,0,25,0.96,13,3,2,3,4,0
Jonas Omlin,SUI,GK,Gladbach,30,1994,10.9,1,0.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Karim Onisiwo,AUT,"MF,FW",Mainz 05,32,1992,1.2,2,1.64,1,0,0,0,1,0,1,0.82,0,0,0,0,1,0
Frank Onyeka,NGA,MF,Augsburg,26,1998,28.7,50,1.74,41,2,1,1,5,0,4,0.14,1,1,1,1,0,0
Loïs Openda,BEL,"FW,MF",RB Leipzig,24,2000,27.3,66,2.42,41,0,4,10,11,0,10,0.37,5,0,0,2,3,0
Gift Orban,NGA,FW,Hoffenheim,22,2002,7.6,12,1.57,9,0,2,0,1,0,2,0.26,1,0,1,0,0,0
Willi Orban,HUN,DF,RB Leipzig,31,1992,24.7,21,0.85,18,0,0,1,0,2,3,0.12,3,0,0,0,0,0
Ivan Ordets,UKR,DF,Bochum,32,1992,20.7,18,0.87,15,0,0,1,2,0,1,0.05,1,0,0,0,0,0
Patrick Osterhage,GER,MF,Freiburg,24,2000,25.2,41,1.63,30,0,1,4,4,2,4,0.16,2,0,0,2,0,0
Assan Ouedraogo,GER,MF,RB Leipzig,18,2006,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Salih Özcan,TUR,MF,Wolfsburg,26,1998,3.9,11,2.8,7,2,1,1,0,0,0,0.0,0,0,0,0,0,0
Salih Özcan,TUR,MF,Dortmund,26,1998,4.3,10,2.3,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Exequiel Palacios,ARG,MF,Leverkusen,25,1998,12.8,47,3.67,41,0,2,1,0,3,9,0.7,8,0,0,1,0,0
João Palhinha,POR,MF,Bayern Munich,29,1995,7.5,13,1.74,11,0,0,2,0,0,1,0.13,0,0,0,1,0,0
Mats Pannewig,GER,MF,Bochum,19,2004,3.0,11,3.72,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Kevin Paredes,USA,DF,Wolfsburg,21,2003,1.4,6,4.39,4,0,0,0,2,0,1,0.73,1,0,0,0,0,0
Aleksandar Pavlovic,GER,MF,Bayern Munich,20,2004,16.1,30,1.86,29,0,0,1,0,0,3,0.19,3,0,0,0,0,0
Mads Pedersen,DEN,DF,Augsburg,27,1996,2.6,4,1.53,1,2,0,1,0,0,0,0.0,0,0,0,0,0,0
Jordan Pefok,USA,FW,Union Berlin,28,1996,10.1,26,2.58,17,1,1,5,2,0,0,0.0,0,0,0,0,0,0
Daniel Peretz,ISR,GK,Bayern Munich,24,2000,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Noah Pesch,CRO,FW,Gladbach,19,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Luca Philipp,GER,GK,Hoffenheim,23,2000,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Maximilian Philipp,GER,"MF,FW",Freiburg,30,1994,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Benedikt Pichler,AUT,FW,Holstein Kiel,27,1997,8.7,30,3.44,20,1,2,5,2,0,3,0.34,2,0,1,0,0,0
Amos Pieper,GER,DF,Werder Bremen,26,1998,16.6,5,0.3,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marvin Pieringer,GER,"FW,MF",Heidenheim,24,1999,24.5,69,2.81,48,1,5,7,7,1,7,0.29,3,0,0,1,2,1
Alassane Pléa,FRA,"MF,FW",Gladbach,31,1993,21.1,72,3.41,58,2,5,1,5,1,14,0.66,10,1,2,0,1,0
Yussuf Poulsen,DEN,"FW,MF",RB Leipzig,30,1994,4.2,15,3.57,12,0,0,1,2,0,2,0.48,1,0,0,1,0,0
Alexander Prass,AUT,DF,Hoffenheim,23,2001,17.4,35,2.01,29,1,4,0,1,0,5,0.29,3,1,0,0,1,0
David Preu,GER,"MF,DF",Union Berlin,19,2004,1.3,4,2.98,1,1,2,0,0,0,0,0.0,0,0,0,0,0,0
Grischa Prömel,GER,MF,Hoffenheim,29,1995,1.9,2,1.03,1,1,0,0,0,0,1,0.52,1,0,0,0,0,0
Ivan Prtajin,CRO,FW,Union Berlin,28,1996,1.8,1,0.56,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Tymoteusz Puchacz,POL,DF,Holstein Kiel,25,1999,4.4,14,3.18,9,5,0,0,0,0,1,0.23,1,0,0,0,0,0
Leopold Querfeld,AUT,DF,Union Berlin,20,2003,19.4,26,1.34,24,0,0,1,1,0,2,0.1,2,0,0,0,0,0
Grant Ranos,ARM,FW,Gladbach,21,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
David Raum,GER,DF,RB Leipzig,26,1998,19.8,73,3.68,42,26,2,1,0,2,7,0.35,3,3,0,1,0,0
Rocco Reitz,GER,MF,Gladbach,22,2002,20.3,45,2.21,35,0,2,1,2,5,5,0.25,4,0,1,0,0,0
Nicolai Remberg,GER,MF,Holstein Kiel,24,2000,26.9,30,1.12,24,0,0,3,3,0,3,0.11,3,0,0,0,0,0
Elvis Rexhbeçaj,KVX,MF,Augsburg,26,1997,19.8,56,2.82,35,11,0,7,3,0,5,0.25,5,0,0,0,0,0
Gio Reyna,USA,MF,Dortmund,21,2002,3.9,6,1.54,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Fabian Rieder,SUI,"MF,FW",Stuttgart,22,2002,9.6,35,3.63,22,4,2,4,3,0,5,0.52,2,1,1,0,1,0
Lasse Rieß,GER,GK,Mainz 05,23,2001,2.0,3,1.5,3,0,0,0,0,0,1,0.5,1,0,0,0,0,0
Mads Roerslev,DEN,DF,Wolfsburg,25,1999,3.3,6,1.81,5,0,0,0,1,0,2,0.6,2,0,0,0,0,0
Merlin Röhl,GER,"MF,FW",Freiburg,22,2002,10.7,25,2.33,19,0,1,2,2,1,3,0.28,1,0,0,1,1,0
Lasse Rosenboom,GER,DF,Holstein Kiel,22,2002,19.3,25,1.3,22,0,0,2,1,0,3,0.16,3,0,0,0,0,0
Max Rosenfelder,GER,DF,Freiburg,21,2003,13.9,15,1.08,10,0,3,0,1,1,1,0.07,1,0,0,0,0,0
Anthony Rouault,FRA,DF,Stuttgart,23,2001,13.5,11,0.82,9,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Julian Ryerson,NOR,DF,Dortmund,26,1997,25.1,56,2.23,44,8,4,0,0,0,5,0.2,4,0,1,0,0,0
Frederik Rønnow,DEN,GK,Union Berlin,31,1992,28.0,6,0.21,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Elias Saad,TUN,"FW,MF",St. Pauli,24,1999,10.0,35,3.5,20,1,4,4,5,1,4,0.4,1,0,2,1,0,0
Marcel Sabitzer,AUT,MF,Dortmund,30,1994,18.0,42,2.34,26,3,1,6,1,5,6,0.33,2,0,0,0,1,3
Faik Sakar,GER,MF,RB Leipzig,16,2008,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manolis Saliakas,GRE,"MF,DF",St. Pauli,27,1996,25.7,59,2.29,43,10,1,2,3,0,5,0.19,4,0,0,0,1,0
Roland Sallai,HUN,"FW,MF",Freiburg,27,1997,0.5,3,5.87,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Diadie Samassékou,MLI,MF,Hoffenheim,28,1996,3.2,4,1.24,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Philipp Sander,GER,MF,Gladbach,26,1998,15.6,28,1.8,20,4,1,3,0,0,1,0.06,1,0,0,0,0,0
James Sands,USA,"MF,DF",St. Pauli,24,2000,5.0,7,1.39,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leroy Sané,GER,FW,Bayern Munich,28,1996,18.2,76,4.18,55,1,8,5,5,2,9,0.49,7,0,1,0,0,1
Kaishu Sano,JPN,MF,Mainz 05,23,2000,33.8,62,1.83,50,0,3,2,4,3,5,0.15,4,0,0,0,0,1
Kauã Santos,BRA,GK,Eint Frankfurt,21,2003,8.5,3,0.35,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Joe Scally,USA,DF,Gladbach,21,2002,28.6,28,0.98,21,2,1,2,1,1,2,0.07,2,0,0,0,0,0
András Schäfer,HUN,MF,Union Berlin,25,1999,17.0,29,1.7,21,0,1,1,5,1,3,0.18,2,0,1,0,0,0
Patrik Schick,CZE,FW,Leverkusen,28,1996,18.7,34,1.82,22,0,4,3,5,0,3,0.16,1,0,0,1,1,0
Stefan Schimmer,GER,"FW,MF",Heidenheim,30,1994,2.7,4,1.45,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Xaver Schlager,AUT,MF,RB Leipzig,26,1997,2.0,2,0.99,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Keven Schlotterbeck,GER,DF,Augsburg,27,1997,14.4,24,1.67,20,0,1,2,0,1,2,0.14,2,0,0,0,0,0
Nico Schlotterbeck,GER,DF,Dortmund,24,1999,22.0,50,2.27,41,4,1,2,1,1,6,0.27,4,2,0,0,0,0
Romano Schmid,AUT,MF,Werder Bremen,24,2000,31.5,151,4.8,111,16,5,11,7,1,13,0.41,10,1,0,1,1,0
Jan Schöppner,GER,MF,Heidenheim,25,1999,29.8,56,1.88,44,1,3,6,1,1,4,0.13,3,0,0,1,0,0
Marvin Schulz,GER,"MF,DF",Holstein Kiel,29,1995,3.4,8,2.34,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Alexander Schwolow,GER,GK,Union Berlin,32,1992,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Léo Scienza,BRA,"FW,MF",Heidenheim,25,1998,12.8,82,6.39,31,20,10,3,18,0,7,0.55,3,2,0,0,2,0
Nicolas Seiwald,AUT,"MF,DF",RB Leipzig,23,2001,23.2,49,2.12,39,10,0,0,0,0,3,0.13,3,0,0,0,0,0
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,21,2003,26.4,51,1.93,31,0,11,7,2,0,9,0.34,4,0,2,2,1,0
Armindo Sieb,GER,"FW,MF",Mainz 05,21,2003,8.5,17,2.0,10,0,2,4,1,0,4,0.47,3,0,0,1,0,0
Tim Siersleben,GER,DF,Heidenheim,24,2000,13.1,15,1.14,14,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Kiliann Sildillia,FRA,DF,Freiburg,22,2002,8.9,16,1.8,9,6,0,1,0,0,1,0.11,1,0,0,0,0,0
André Silva,POR,FW,Werder Bremen,28,1995,4.2,15,3.6,11,0,1,2,1,0,1,0.24,1,0,0,0,0,0
André Silva,POR,"FW,MF",RB Leipzig,28,1995,1.5,7,4.81,5,0,0,1,1,0,2,1.37,2,0,0,0,0,0
Mohamed Simakan,FRA,DF,RB Leipzig,24,2000,0.6,3,5.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Xavi Simons,NED,MF,RB Leipzig,21,2003,23.9,108,4.52,77,13,3,3,11,1,12,0.5,8,1,1,2,0,0
Danel Sinani,LUX,"FW,MF",St. Pauli,27,1997,13.9,60,4.32,32,18,1,5,3,1,4,0.29,3,0,0,1,0,0
Tobias Sippel,GER,GK,Gladbach,36,1988,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ibrahima Sissoko,MLI,MF,Bochum,26,1997,29.0,65,2.24,53,0,3,1,4,4,3,0.1,2,0,0,0,1,0
Tim Skarke,GER,"FW,MF",Union Berlin,27,1996,12.9,34,2.63,26,0,2,3,3,0,4,0.31,3,0,0,1,0,0
Ellyes Skhiri,TUN,MF,Eint Frankfurt,29,1995,24.8,49,1.98,42,0,0,2,1,4,5,0.2,3,0,0,1,0,1
Steven Skrzybski,GER,"MF,FW",Holstein Kiel,31,1992,14.7,51,3.47,34,2,2,8,4,1,5,0.34,4,1,0,0,0,0
Anton Stach,GER,"MF,DF",Hoffenheim,25,1998,28.7,63,2.19,50,1,4,4,3,1,5,0.17,5,0,0,0,0,0
Jens Stage,DEN,MF,Werder Bremen,27,1996,24.5,63,2.57,52,0,1,3,4,3,15,0.61,12,0,1,0,1,1
Josip Stanišić,CRO,DF,Bayern Munich,24,2000,9.7,23,2.36,22,0,1,0,0,0,4,0.41,3,0,1,0,0,0
Niklas Stark,GER,DF,Werder Bremen,29,1995,23.4,11,0.47,9,1,0,0,1,0,2,0.09,2,0,0,0,0,0
Pascal Stenzel,GER,DF,Stuttgart,28,1996,3.2,13,4.03,5,5,0,3,0,0,0,0.0,0,0,0,0,0,0
Leonidas Stergiou,SUI,DF,Stuttgart,22,2002,9.5,12,1.27,9,1,2,0,0,0,6,0.63,4,0,2,0,0,0
Finley Stevens,WAL,DF,St. Pauli,21,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Angelo Stiller,GER,MF,Stuttgart,23,2001,30.5,111,3.64,88,17,2,0,3,1,10,0.33,8,2,0,0,0,0
Kevin Stöger,AUT,MF,Gladbach,30,1993,17.2,106,6.15,60,30,5,2,9,0,8,0.46,7,1,0,0,0,0
Niklas Süle,GER,DF,Dortmund,28,1995,11.7,15,1.28,14,0,0,0,1,0,1,0.09,1,0,0,0,0,0
Mattias Svanberg,SWE,MF,Wolfsburg,25,1999,13.5,29,2.14,13,9,1,1,4,1,5,0.37,1,0,1,0,2,1
Haris Tabakovic,BIH,FW,Hoffenheim,30,1994,9.1,16,1.76,12,0,0,4,0,0,3,0.33,2,0,0,1,0,0
Jonathan Tah,GER,DF,Leverkusen,28,1996,33.0,30,0.91,25,0,2,2,1,0,5,0.15,4,0,0,1,0,0
Edmond Tapsoba,BFA,DF,Leverkusen,25,1999,27.9,34,1.22,29,1,1,2,1,0,6,0.22,6,0,0,0,0,0
Mathys Tel,FRA,"FW,MF",Bayern Munich,19,2005,2.8,4,1.41,3,1,0,0,0,0,2,0.7,2,0,0,0,0,0
Nathan Tella,NGA,"MF,FW",Leverkusen,25,1999,15.1,32,2.12,23,0,3,4,2,0,7,0.46,6,0,1,0,0,0
Martin Terrier,FRA,"MF,FW",Leverkusen,27,1997,6.5,21,3.24,16,1,0,2,2,0,3,0.46,3,0,0,0,0,0
Arthur Theate,BEL,DF,Eint Frankfurt,24,2000,30.0,47,1.56,35,1,0,6,3,2,7,0.23,6,0,0,1,0,0
Norman Theuerkauf,GER,MF,Heidenheim,37,1987,0.2,1,4.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Denis Thomalla,GER,MF,Heidenheim,31,1992,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Phillip Tietz,GER,FW,Augsburg,27,1997,18.7,48,2.56,35,1,3,7,2,0,5,0.27,2,0,1,2,0,0
Umut Tohumcu,GER,"MF,FW",Hoffenheim,19,2004,4.2,6,1.44,2,2,0,1,1,0,1,0.24,1,0,0,0,0,0
Tiago Tomás,POR,"FW,MF",Wolfsburg,22,2002,20.9,55,2.63,33,0,7,8,6,1,8,0.38,4,0,1,2,1,0
Bazoumana Touré,CIV,"FW,MF",Hoffenheim,18,2006,6.8,25,3.7,17,0,3,3,1,1,4,0.59,3,0,0,0,0,1
Lucas Tousart,FRA,MF,Union Berlin,27,1997,6.2,12,1.93,8,0,0,2,1,1,2,0.32,1,0,0,1,0,0
Omar Traoré,GER,DF,Heidenheim,26,1998,29.1,54,1.86,42,3,4,2,3,0,2,0.07,2,0,0,0,0,0
Kevin Trapp,GER,GK,Eint Frankfurt,34,1990,25.5,1,0.04,1,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Philipp Treu,GER,"MF,DF",St. Pauli,23,2000,32.0,69,2.16,50,5,5,4,4,1,5,0.16,3,1,1,0,0,0
Lukas Ullrich,GER,DF,Gladbach,20,2004,21.1,28,1.32,24,1,1,1,1,0,5,0.24,5,0,0,0,0,0
Sven Ulreich,GER,GK,Bayern Munich,35,1988,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Deniz Undav,GER,"FW,MF",Stuttgart,28,1996,19.2,58,3.02,44,0,0,11,0,3,8,0.42,4,0,0,3,0,1
Dayot Upamecano,FRA,DF,Bayern Munich,25,1998,19.5,20,1.02,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jonas Urbig,GER,GK,Bayern Munich,20,2003,8.0,1,0.12,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Can Uzun,TUR,"MF,FW",Eint Frankfurt,18,2005,7.5,38,5.06,24,2,6,3,1,2,3,0.4,2,0,0,0,0,1
Maarten Vandevoordt,BEL,GK,RB Leipzig,22,2002,4.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ruben Vargas,SUI,"MF,FW",Augsburg,25,1998,3.4,17,5.0,8,5,1,2,1,0,0,0.0,0,0,0,0,0,0
Nikola Vasilj,BIH,GK,St. Pauli,28,1995,33.0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Denis Vavro,SVK,DF,Wolfsburg,28,1996,27.3,27,0.99,19,0,1,5,1,1,5,0.18,2,0,0,3,0,0
Miloš Veljković,SRB,DF,Werder Bremen,28,1995,11.4,14,1.22,14,0,0,0,0,0,1,0.09,1,0,0,0,0,0
Arthur Vermeeren,BEL,MF,RB Leipzig,19,2005,17.5,28,1.6,27,0,0,0,0,1,2,0.11,2,0,0,0,0,0
Yorbe Vertessen,BEL,"MF,FW",Union Berlin,23,2001,8.0,32,4.0,17,6,6,0,3,0,0,0.0,0,0,0,0,0,0
Gabriel Vidovic,CRO,MF,Bayern Munich,20,2003,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gabriel Vidovic,CRO,MF,Mainz 05,20,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kevin Vogt,GER,DF,Union Berlin,32,1991,15.2,17,1.12,15,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Kevin Volland,GER,"FW,MF",Union Berlin,32,1992,0.7,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aster Vranckx,BEL,MF,Wolfsburg,21,2002,6.2,6,0.97,5,0,0,0,1,0,1,0.16,1,0,0,0,0,0
Robert Wagner,GER,MF,St. Pauli,21,2003,4.5,3,0.67,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Elye Wahi,FRA,"FW,MF",Eint Frankfurt,21,2003,2.2,4,1.83,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Hauke Wahl,GER,DF,St. Pauli,30,1994,33.0,26,0.79,22,0,0,2,1,1,0,0.0,0,0,0,0,0,0
Paul Wanner,GER,"MF,FW",Heidenheim,18,2005,19.7,51,2.59,30,9,1,6,5,0,7,0.36,5,0,0,2,0,0
Kjell-Arik Wätjen,GER,MF,Dortmund,18,2006,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Julian Weigl,GER,MF,Gladbach,28,1995,32.0,51,1.59,45,0,0,5,1,0,6,0.19,6,0,0,0,0,0
Timon Weiner,GER,GK,Holstein Kiel,25,1999,25.0,5,0.2,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nelson Weiper,GER,"FW,MF",Mainz 05,19,2005,7.8,16,2.05,11,0,2,3,0,0,2,0.26,2,0,0,0,0,0
Noah Weißhaupt,GER,"FW,MF",St. Pauli,22,2001,12.9,42,3.26,19,8,4,2,9,0,1,0.08,1,0,0,0,0,0
Noah Weißhaupt,GER,FW,Freiburg,22,2001,0.9,4,4.5,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Silvan Widmer,SUI,DF,Mainz 05,31,1993,5.6,10,1.78,7,2,0,1,0,0,2,0.36,1,1,0,0,0,0
Patrick Wimmer,AUT,"MF,FW",Wolfsburg,23,2001,19.7,71,3.61,45,8,8,2,5,3,12,0.61,7,1,1,1,1,1
Jonas Wind,DEN,"FW,MF",Wolfsburg,25,1999,21.8,65,2.97,56,0,0,4,5,0,6,0.27,5,0,0,1,0,0
Florian Wirtz,GER,"MF,FW",Leverkusen,21,2003,26.1,148,5.66,107,7,23,6,4,1,26,0.99,18,0,4,3,1,0
Maximilian Wittek,GER,DF,Bochum,28,1995,30.1,100,3.33,62,28,1,5,4,0,6,0.2,3,1,0,1,1,0
Marius Wolf,GER,DF,Augsburg,29,1995,23.8,80,3.36,53,17,6,1,3,0,6,0.25,3,2,1,0,0,0
Nick Woltemade,GER,"FW,MF",Stuttgart,22,2002,18.0,79,4.38,55,0,8,12,3,1,10,0.55,5,0,4,1,0,0
Jeong Woo-yeong,KOR,"MF,FW",Union Berlin,24,1999,14.0,49,3.49,40,2,1,4,1,1,5,0.36,3,1,1,0,0,0
Granit Xhaka,SUI,MF,Leverkusen,31,1992,32.1,120,3.74,113,4,0,1,2,0,18,0.56,17,1,0,0,0,0
Erencan Yardimci,TUR,"FW,MF",Hoffenheim,22,2002,3.5,5,1.44,2,0,0,3,0,0,2,0.58,0,0,0,2,0,0
David Zec,SVN,DF,Holstein Kiel,24,2000,17.1,13,0.76,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Robin Zentner,GER,GK,Mainz 05,29,1994,32.0,8,0.25,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cedric Zesiger,SUI,DF,Augsburg,26,1998,13.6,13,0.96,11,1,0,1,0,0,3,0.22,3,0,0,0,0,0
Cedric Zesiger,SUI,DF,Wolfsburg,26,1998,5.8,5,0.86,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Michael Zetterer,GER,GK,Werder Bremen,29,1995,34.0,5,0.15,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Budu Zivzivadze,GEO,FW,Heidenheim,30,1994,10.6,26,2.45,22,0,1,1,1,1,4,0.38,3,0,0,1,0,0
Keyliane Abdallah,FRA,FW,Marseille,18,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Yunis Abdelhamid,MAR,DF,Saint-Étienne,36,1987,11.5,6,0.55,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Himad Abdelli,ALG,"MF,FW",Angers,24,1999,31.6,94,2.98,80,2,5,1,3,3,5,0.16,3,0,2,0,0,0
Mohamed Abdelmoneim,EGY,DF,Nice,25,1999,9.5,8,0.84,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matthis Abline,FRA,FW,Nantes,21,2003,30.8,61,1.98,43,0,8,6,3,1,9,0.29,6,0,2,1,0,0
Abner,BRA,DF,Lyon,24,2000,12.1,25,2.06,21,3,0,1,0,0,1,0.08,1,0,0,0,0,0
Zakaria Aboukhlal,MAR,"MF,FW",Toulouse,24,2000,21.1,34,1.61,19,0,4,6,4,1,7,0.33,3,0,1,0,3,0
Akor Adams,NGA,FW,Montpellier,24,2000,11.9,25,2.09,18,0,4,1,2,0,5,0.42,2,0,1,0,2,0
Martin Adeline,FRA,MF,Reims,20,2003,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adryelson,BRA,DF,Lyon,26,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Emmanuel Agbadou,CIV,DF,Reims,27,1997,14.0,21,1.5,19,0,1,1,0,0,1,0.07,1,0,0,0,0,0
Jeremy Agbonifo,SWE,"FW,MF",Lens,18,2005,3.3,8,2.4,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Naouirou Ahamada,FRA,"MF,FW",Rennes,22,2002,0.6,2,3.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jean-Eudes Aholou,CIV,MF,Angers,30,1994,21.8,33,1.52,21,0,2,4,3,3,1,0.05,0,0,0,0,1,0
Ayman Aiki,FRA,"FW,MF",Saint-Étienne,19,2005,1.4,1,0.71,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ludovic Ajorque,FRA,FW,Brest,30,1994,27.7,60,2.17,49,0,2,5,2,2,8,0.29,3,0,1,3,1,0
Ümit Akdag,ROU,DF,Toulouse,20,2003,5.6,5,0.9,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sergio Akieme,ESP,DF,Reims,26,1997,28.0,37,1.32,29,4,0,2,2,0,3,0.11,3,0,0,0,0,0
Maghnes Akliouche,FRA,"FW,MF",Monaco,22,2002,26.7,119,4.45,87,3,12,6,8,3,19,0.71,17,0,0,2,0,0
Paul Akouokou,CIV,MF,Lyon,26,1997,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Clément Akpa,CIV,DF,Auxerre,22,2001,27.6,22,0.8,15,3,0,0,2,2,4,0.14,2,0,0,0,2,0
Chuba Akpom,ENG,FW,Lille,28,1995,7.1,17,2.39,8,0,2,5,2,0,3,0.42,1,0,0,1,1,0
Jim Allevinah,GAB,FW,Angers,29,1995,19.4,39,2.0,25,1,3,6,3,1,7,0.36,4,0,0,2,1,0
Thiago Almada,ARG,"MF,FW",Lyon,23,2001,10.6,52,4.92,39,8,1,3,1,0,11,1.04,10,0,0,0,1,0
Jordan Amavi,FRA,DF,Brest,30,1994,8.8,14,1.59,13,0,0,1,0,0,1,0.11,1,0,0,0,0,0
Kelvin Amian,FRA,DF,Nantes,26,1998,24.1,38,1.58,26,7,1,1,2,1,1,0.04,1,0,0,0,0,0
Mathis Amougou,FRA,MF,Saint-Étienne,18,2006,9.5,17,1.78,14,0,2,1,0,0,0,0.0,0,0,0,0,0,0
