Player_Name,Market_Value
Wes Foderingham,600 K €
Krisztián Hegyi,450 K €
Maximilian Kilman,"25,00 mio. €"
Jean-Clair Todibo,"25,00 mio. €"
Nayef Aguerd,"18,00 mio. €"
Konstantinos Mavropanos,"17,00 mio. €"
Kaelan Casey,"1,00 mio. €"
Emerson,"10,00 mio. €"
Oliver Scarles,"8,00 mio. €"
Aaron Wan-Bissaka,"24,00 mio. €"
Edson Álvarez,"25,00 mio. €"
Tomas Soucek,"18,00 mio. €"
Guido Rodríguez,"10,00 mio. €"
Freddie Potts,"1,40 mio. €"
James Ward-Prowse,"8,00 mio. €"
Andrew Irving,"4,00 mio. €"
Lewis Orford,400 K €
Mohamadou Kanté,200 K €
El Hadji Malick Diouf,"18,00 mio. €"
Lucas Paquetá,"28,00 mio. €"
George Earthy,"2,00 mio. €"
Crysencio Summerville,"22,00 mio. €"
Maxwel Cornet,"8,00 mio. €"
Jarrod Bowen,"40,00 mio. €"
Luis Guilherme,"15,00 mio. €"
Niclas Füllkrug,"10,00 mio. €"
Callum Marshall,"1,80 mio. €"
Bernd Leno,"10,00 mio. €"
Steven Benda,"1,00 mio. €"
Joachim Andersen,"27,00 mio. €"
Calvin Bassey,"25,00 mio. €"
Issa Diop,"14,00 mio. €"
Jorge Cuenca,"5,00 mio. €"
Antonee Robinson,"35,00 mio. €"
Ryan Sessegnon,"15,00 mio. €"
Kenny Tete,"13,00 mio. €"
Timothy Castagne,"13,00 mio. €"
Sander Berge,"25,00 mio. €"
Saša Lukić,"14,00 mio. €"
Harrison Reed,"6,00 mio. €"
Tom Cairney,"1,50 mio. €"
Josh King,"1,00 mio. €"
Emile Smith Rowe,"30,00 mio. €"
Andreas Pereira,"18,00 mio. €"
Luke Harris,"1,00 mio. €"
Alex Iwobi,"28,00 mio. €"
Martial Godo,600 K €
Harry Wilson,"15,00 mio. €"
Adama Traoré,"9,00 mio. €"
Rodrigo Muniz,"20,00 mio. €"
Raúl Jiménez,"5,00 mio. €"
Jordan Pickford,"18,00 mio. €"
Mark Travers,"4,00 mio. €"
Harry Tyrer,400 K €
Jarrad Branthwaite,"50,00 mio. €"
James Tarkowski,"9,00 mio. €"
Michael Keane,"5,00 mio. €"
Vitaliy Mykolenko,"28,00 mio. €"
Jake O'Brien,"18,00 mio. €"
Nathan Patterson,"15,00 mio. €"
Séamus Coleman,500 K €
James Garner,"18,00 mio. €"
Idrissa Gueye,"1,50 mio. €"
Carlos Alcaraz,"14,00 mio. €"
Tim Iroegbunam,"9,00 mio. €"
Harrison Armstrong,800 K €
Dwight McNeil,"25,00 mio. €"
Iliman Ndiaye,"22,00 mio. €"
Beto,"22,00 mio. €"
Thierno Barry,"20,00 mio. €"
Chermiti,"8,00 mio. €"
Anthony Patterson,"14,00 mio. €"
Blondy Nna Noukeu,150 K €
Simon Moore,150 K €
Daniel Ballard,"8,00 mio. €"
Jenson Seelt,"2,00 mio. €"
Luke O'Nien,"1,50 mio. €"
Aji Alese,"1,00 mio. €"
Joe Anderson,175 K €
Dennis Cirkin,"8,00 mio. €"
Reinildo Mandava,"5,00 mio. €"
Leo Fuhr Hjelde,"2,00 mio. €"
Trai Hume,"12,00 mio. €"
Timothée Pembélé,"2,50 mio. €"
Niall Huggins,800 K €
Pierre Ekwah,"7,00 mio. €"
Nectarios Triantis,"1,00 mio. €"
Habib Diarra,"20,00 mio. €"
Enzo Le Fée,"18,00 mio. €"
Noah Sadiki,"12,00 mio. €"
Dan Neil,"7,50 mio. €"
Alan Browne,"2,20 mio. €"
Milan Aleksic,700 K €
Jay Matete,400 K €
Abdoullah Ba,"2,50 mio. €"
Chris Rigg,"20,00 mio. €"
Simon Adingra,"28,00 mio. €"
Romaine Mundle,"6,00 mio. €"
Chemsdine Talbi,"8,00 mio. €"
Patrick Roberts,"5,00 mio. €"
Ian Poveda,900 K €
Eliezer Mayenda,"12,00 mio. €"
Wilson Isidor,"12,00 mio. €"
Nazariy Rusyn,"1,00 mio. €"
Ahmed Abdullahi,"1,00 mio. €"
Luís Semedo,500 K €
Thibaut Courtois,"20,00 mio. €"
Andriy Lunin,"18,00 mio. €"
Fran González,400 K €
Dean Huijsen,"60,00 mio. €"
Raúl Asencio,"40,00 mio. €"
Éder Militão,"30,00 mio. €"
Antonio Rüdiger,"20,00 mio. €"
David Alaba,"6,00 mio. €"
Álvaro Carreras,"35,00 mio. €"
Fran García,"18,00 mio. €"
Ferland Mendy,"14,00 mio. €"
Trent Alexander-Arnold,"75,00 mio. €"
Daniel Carvajal,"8,00 mio. €"
Aurélien Tchouaméni,"75,00 mio. €"
Mario Martín,"1,50 mio. €"
Federico Valverde,"130,00 mio. €"
Eduardo Camavinga,"60,00 mio. €"
Dani Ceballos,"10,00 mio. €"
Jude Bellingham,"180,00 mio. €"
Reinier,"1,50 mio. €"
Vinicius Junior,"170,00 mio. €"
Rodrygo,"90,00 mio. €"
Arda Güler,"45,00 mio. €"
Brahim Díaz,"40,00 mio. €"
Kylian Mbappé,"180,00 mio. €"
Endrick,"35,00 mio. €"
Gonzalo García,"8,00 mio. €"
Álvaro Rodríguez,"2,50 mio. €"
Unai Simón,"28,00 mio. €"
Álex Padilla,"3,00 mio. €"
Dani Vivian,"40,00 mio. €"
Aitor Paredes,"22,00 mio. €"
Yeray Álvarez,"7,00 mio. €"
Unai Egiluz,600 K €
Adama Boiro,"2,50 mio. €"
Yuri Berchiche,"1,40 mio. €"
Andoni Gorosabel,"5,00 mio. €"
Hugo Rincón,"2,00 mio. €"
Iñigo Lekue,"2,00 mio. €"
Mikel Vesga,"2,50 mio. €"
Mikel Jauregizar,"30,00 mio. €"
Beñat Prados,"18,00 mio. €"
Iñigo Ruiz de Galarreta,"3,00 mio. €"
Unai Vencedor,"2,20 mio. €"
Oihan Sancet,"60,00 mio. €"
Unai Gómez,"6,00 mio. €"
Peio Canales,"1,00 mio. €"
Nico Williams,"70,00 mio. €"
Álex Berenguer,"9,00 mio. €"
Álvaro Djaló,"5,00 mio. €"
Nico Serrano,"1,20 mio. €"
Iñaki Williams,"15,00 mio. €"
Robert Navarro,"6,00 mio. €"
Adu Ares,"1,60 mio. €"
Maroan Sannadi,"10,00 mio. €"
Gorka Guruzeta,"9,00 mio. €"
Urko Izeta,"2,00 mio. €"
Luiz Júnior,"10,00 mio. €"
Diego Conde,"7,50 mio. €"
Logan Costa,"18,00 mio. €"
Rafa Marín,"7,00 mio. €"
Willy Kambwala,"4,00 mio. €"
Pau Navarro,"3,00 mio. €"
Sergi Cardona,"10,00 mio. €"
Alfonso Pedraza,"2,50 mio. €"
Juan Foyth,"15,00 mio. €"
Adrià Altimira,"1,50 mio. €"
Pape Gueye,"15,00 mio. €"
Santi Comesaña,"8,00 mio. €"
Dani Parejo,"1,50 mio. €"
Denis Suárez,"1,20 mio. €"
Alberto Moleiro,"25,00 mio. €"
Arnaut Danjuma,"4,00 mio. €"
Yéremy Pino,"30,00 mio. €"
Ilias Akhomach,"15,00 mio. €"
Nicolas Pépé,"6,00 mio. €"
Ayoze Pérez,"10,00 mio. €"
Etta Eyong,"5,00 mio. €"
Gerard Moreno,"4,00 mio. €"
Jorge Pascual,"1,20 mio. €"
Pau Cabanes,800 K €
Álvaro Fernández,"2,00 mio. €"
Ørjan Nyland,900 K €
Loïc Badé,"25,00 mio. €"
Kike Salas,"8,00 mio. €"
Marcão,"2,00 mio. €"
Tanguy Nianzou,"1,50 mio. €"
Ramón Martínez,"1,00 mio. €"
Adrià Pedrosa,"7,00 mio. €"
Gabriel Suazo,"4,00 mio. €"
José Ángel Carmona,"12,00 mio. €"
Juanlu Sánchez,"12,00 mio. €"
Lucien Agoumé,"8,00 mio. €"
Nemanja Gudelj,"3,00 mio. €"
Djibril Sow,"7,50 mio. €"
Joan Jordán,"2,50 mio. €"
Manu Bueno,"1,50 mio. €"
Stanis Idumbo,"2,50 mio. €"
Rubén Vargas,"7,00 mio. €"
Alfon González,"5,00 mio. €"
Chidera Ejuke,"4,00 mio. €"
Dodi Lukébakio,"20,00 mio. €"
Adnan Januzaj,"1,20 mio. €"
Peque Fernández,"3,50 mio. €"
Isaac Romero,"6,00 mio. €"
Akor Adams,"5,00 mio. €"
Kelechi Iheanacho,"4,50 mio. €"
Rafa Mir,800 K €
Sergio Herrera,"3,00 mio. €"
Aitor Fernández,700 K €
Enzo Boyomo,"20,00 mio. €"
Jorge Herrando,"4,00 mio. €"
Alejandro Catena,"3,00 mio. €"
Abel Bretones,"4,00 mio. €"
Juan Cruz,"1,50 mio. €"
Jesús Areso,"12,00 mio. €"
Valentin Rosier,"3,00 mio. €"
Lucas Torró,"3,00 mio. €"
Iker Muñoz,"3,00 mio. €"
Jon Moncayola,"7,00 mio. €"
Aimar Oroz,"15,00 mio. €"
Moi Gómez,"2,00 mio. €"
Víctor Muñoz,"1,00 mio. €"
Ander Yoldi,400 K €
Rubén García,"2,00 mio. €"
Iker Benito,"1,50 mio. €"
Kike Barja,"1,50 mio. €"
Ante Budimir,"5,00 mio. €"
Raúl García,"3,00 mio. €"
Antonio Sivera,"6,00 mio. €"
Raúl Fernández,200 K €
Adrián Rodríguez,200 K €
Santiago Mouriño,"3,00 mio. €"
Facundo Garcés,"2,00 mio. €"
Moussa Diarra,"1,80 mio. €"
Nikola Maras,"1,00 mio. €"
Victor Parada,500 K €
Youssef Enríquez,500 K €
Jonny Otto,"3,00 mio. €"
Nahuel Tenaglia,"3,00 mio. €"
Hugo Novoa,"1,50 mio. €"
Antonio Blanco,"10,00 mio. €"
Carlos Protesoni,"1,20 mio. €"
Ander Guevara,"3,50 mio. €"
Jon Guridi,"3,00 mio. €"
Pablo Ibáñez,"2,00 mio. €"
Abde Rebbach,700 K €
Carlos Vicente,"10,00 mio. €"
Joaquín Panichelli,"7,00 mio. €"
Toni Martínez,"2,50 mio. €"
Asier Villalibre,"1,20 mio. €"
Horațiu Moldovan,"2,20 mio. €"
Aarón Escandell,"1,00 mio. €"
David Costas,"1,40 mio. €"
Dani Calvo,"1,20 mio. €"
Oier Luengo,"1,00 mio. €"
Rahim Alhassane,"1,20 mio. €"
Carlos Pomares,300 K €
Nacho Vidal,"1,80 mio. €"
Lucas Ahijado,800 K €
Álvaro Lemos,500 K €
Santiago Colombatto,"3,00 mio. €"
Alberto Reina,"1,50 mio. €"
Kwasi Sibo,"1,00 mio. €"
Alberto del Moral,800 K €
Yayo González,250 K €
Santi Cazorla,200 K €
Brandon Dominguès,700 K €
Álex Cardero,400 K €
Ilyas Chaira,"2,50 mio. €"
Borja Sánchez,"1,00 mio. €"
Haissem Hassan,"2,50 mio. €"
Paulino de la Fuente,"1,40 mio. €"
Federico Viñas,"2,00 mio. €"
Daniel Paraschiv,"1,00 mio. €"
Salomón Rondón,750 K €
Gregor Kobel,"40,00 mio. €"
Diant Ramaj,"7,00 mio. €"
Alexander Meyer,800 K €
Patrick Drewes,500 K €
Silas Ostrzinski,200 K €
Nico Schlotterbeck,"40,00 mio. €"
Waldemar Anton,"18,00 mio. €"
Niklas Süle,"8,00 mio. €"
Filippo Mané,600 K €
Daniel Svensson,"12,00 mio. €"
Ramy Bensebaini,"7,00 mio. €"
Almugera Kabar,"1,00 mio. €"
Yan Couto,"20,00 mio. €"
Julian Ryerson,"20,00 mio. €"
Emre Can,"7,00 mio. €"
Salih Özcan,"4,00 mio. €"
Felix Nmecha,"28,00 mio. €"
Jobe Bellingham,"22,00 mio. €"
Marcel Sabitzer,"8,00 mio. €"
Pascal Groß,"5,00 mio. €"
Julian Brandt,"25,00 mio. €"
Giovanni Reyna,"7,00 mio. €"
Julien Duranville,"8,50 mio. €"
Karim Adeyemi,"45,00 mio. €"
Cole Campbell,"1,50 mio. €"
Serhou Guirassy,"45,00 mio. €"
Maximilian Beier,"25,00 mio. €"
Sébastien Haller,"3,00 mio. €"
Radoslaw Majecki,"6,00 mio. €"
Philipp Köhn,"5,00 mio. €"
Yann Lienard,100 K €
Wilfried Singo,"25,00 mio. €"
Thilo Kehrer,"20,00 mio. €"
Christian Mawissa,"15,00 mio. €"
Mohammed Salisu,"12,00 mio. €"
Eric Dier,"8,00 mio. €"
Caio Henrique,"15,00 mio. €"
Kassoum Ouattara,"7,00 mio. €"
Vanderson,"20,00 mio. €"
Jordan Teze,"9,00 mio. €"
Denis Zakaria,"30,00 mio. €"
Soungoutou Magassa,"12,00 mio. €"
Lamine Camara,"22,00 mio. €"
Paul Pogba,"5,00 mio. €"
Aleksandr Golovin,"20,00 mio. €"
Eliesse Ben Seghir,"28,00 mio. €"
Takumi Minamino,"15,00 mio. €"
Ansu Fati,"5,00 mio. €"
Lucas Michal,500 K €
Maghnes Akliouche,"45,00 mio. €"
Krépin Diatta,"7,00 mio. €"
Mika Biereth,"30,00 mio. €"
Folarin Balogun,"18,00 mio. €"
George Ilenikhena,"15,00 mio. €"
Breel Embolo,"12,00 mio. €"
Myron Boadu,"7,00 mio. €"
Paris Brunner,"1,50 mio. €"
Anthony Lopes,"1,20 mio. €"
Patrik Carlgren,600 K €
Alexis Mirbach,100 K €
Nathan Zézé,"15,00 mio. €"
Jean-Charles Castelletto,"3,50 mio. €"
Jean-Kévin Duverne,"2,50 mio. €"
Uros Radakovic,650 K €
Nicolas Cozza,"3,50 mio. €"
Kelvin Amian,"2,50 mio. €"
Fabien Centonze,"1,80 mio. €"
Johann Lepenant,"6,00 mio. €"
Lamine Diack,900 K €
Francis Coquelin,900 K €
Bahmed Deuff,-
Dehmaine Tabibou,200 K €
Louis Leroux,"4,00 mio. €"
Herba Guirassy,"1,00 mio. €"
Yassine Benhattab,900 K €
Matthis Abline,"18,00 mio. €"
Mostafa Mohamed,"5,00 mio. €"
Tino Kadewere,"2,50 mio. €"
Youssef El Arabi,150 K €
Grégoire Coudert,500 K €
Noah Jauny,-
Brendan Chardonnet,"6,00 mio. €"
Junior Diaz,"4,00 mio. €"
Julien Le Cardinal,"2,00 mio. €"
Bradley Locko,"9,00 mio. €"
Justin Bourgault,800 K €
Luck Zogbé,"2,50 mio. €"
Kenny Lala,"2,00 mio. €"
Pierre Lees-Melou,"6,00 mio. €"
Hamidou Makalou,300 K €
Mahdi Camara,"9,00 mio. €"
Hugo Magnetti,"6,00 mio. €"
Hianga'a Mbock,400 K €
Kamory Doumbia,"4,00 mio. €"
Axel Camblan,500 K €
Romain Del Castillo,"7,00 mio. €"
Ludovic Ajorque,"4,00 mio. €"
Mama Baldé,"4,00 mio. €"
Benjamin Leroy,150 K €
Gaël Alette,-
Isaak Touré,"7,00 mio. €"
Montassar Talbi,"6,00 mio. €"
Formose Mendy,"2,50 mio. €"
Nathaniel Adjei,"1,50 mio. €"
Enzo Genton,100 K €
Izak Akakpo,50 K €
Darlin Yongwa,"4,00 mio. €"
Gédéon Kalulu,"2,00 mio. €"
Igor Silva,"1,00 mio. €"
Dembo Sylla,500 K €
Laurent Abergel,"2,50 mio. €"
Arthur Avom,"5,00 mio. €"
Jean-Victor Makengo,"2,50 mio. €"
Noah Cadiou,"1,20 mio. €"
Panos Katseris,"2,50 mio. €"
Théo Le Bris,"1,50 mio. €"
Bandiougou Fadiga,300 K €
Joel Mvuka,"2,50 mio. €"
Mohamed Bamba,"5,00 mio. €"
Pablo Pagis,"3,50 mio. €"
Bamba Dieng,"3,00 mio. €"
Sambou Soumano,"2,50 mio. €"
Aiyegun Tosin,"2,00 mio. €"
Siriné Doucouré,600 K €
Bassirou N'Diaye,200 K €
David Soria,"3,00 mio. €"
Jiri Letacek,"2,00 mio. €"
Omar Alderete,"8,00 mio. €"
Djené,"1,80 mio. €"
Juan Berrocal,"1,50 mio. €"
Domingos Duarte,800 K €
Diego Rico,"1,20 mio. €"
Davinchi,300 K €
Juan Iglesias,"3,50 mio. €"
Kiko Femenía,900 K €
Ismael Bekhoucha,300 K €
Yvan Neyou,"3,00 mio. €"
Mauro Arambarri,"12,00 mio. €"
Luis Milla,"3,50 mio. €"
Carles Aleñá,"2,50 mio. €"
Javi Muñoz,"2,00 mio. €"
Christantus Uche,"15,00 mio. €"
Alberto Risco,200 K €
Coba da Costa,"3,00 mio. €"
Juanmi,"2,00 mio. €"
Adrián Liso,"2,00 mio. €"
Álex Sola,"2,50 mio. €"
Álex Sancris,"2,00 mio. €"
Peter Federico,"1,20 mio. €"
Borja Mayoral,"7,50 mio. €"
Marko Dmitrovic,800 K €
Ángel Fortuño,300 K €
Miguel Rubio,"2,00 mio. €"
Fernando Calero,"1,50 mio. €"
Leandro Cabrera,"1,00 mio. €"
Hugo Pérez,200 K €
Pablo Ramón,100 K €
Carlos Romero,"5,00 mio. €"
José Salinas,"3,00 mio. €"
Omar El Hilali,"15,00 mio. €"
Rubén Sánchez,"1,00 mio. €"
Pol Lozano,"5,00 mio. €"
Ramón Terrats,"4,00 mio. €"
Edu Expósito,"3,00 mio. €"
José Gragera,"2,00 mio. €"
Justin Smith,300 K €
Rafel Bauzà,200 K €
Javi Hernández,500 K €
Javi Puado,"10,00 mio. €"
Pere Milla,"1,20 mio. €"
Jofre Carreras,"3,00 mio. €"
Antoniu Roca,"1,80 mio. €"
Roberto Fernández,"6,00 mio. €"
Kike García,900 K €
Gastón Valles,600 K €
Marcos Fernández,400 K €
Kevin Trapp,"2,50 mio. €"
Kauã Santos,"2,50 mio. €"
Jens Grahl,200 K €
Arthur Theate,"24,00 mio. €"
Robin Koch,"18,00 mio. €"
Tuta,"15,00 mio. €"
Nnamdi Collins,"10,00 mio. €"
Aurèle Amenda,"7,50 mio. €"
Hrvoje Smolcic,"2,00 mio. €"
Nathaniel Brown,"22,00 mio. €"
Niels Nkounkou,"3,50 mio. €"
Rasmus Kristensen,"14,00 mio. €"
Elias Baum,"8,00 mio. €"
Aurélio Buta,"5,00 mio. €"
Timothy Chandler,350 K €
Ellyes Skhiri,"7,50 mio. €"
Noah Fenyö,350 K €
Hugo Larsson,"40,00 mio. €"
Paxten Aaronson,"8,00 mio. €"
Oscar Højlund,"7,50 mio. €"
Mahmoud Dahoud,"3,50 mio. €"
Junior Dina Ebimbe,"6,00 mio. €"
Can Uzun,"18,00 mio. €"
Farès Chaïbi,"9,00 mio. €"
Mario Götze,"4,00 mio. €"
Krisztián Lisztes,"2,00 mio. €"
Jean-Mattéo Bahoya,"17,00 mio. €"
Ansgar Knauff,"15,00 mio. €"
Hugo Ekitiké,"75,00 mio. €"
Jonathan Burkardt,"35,00 mio. €"
Elye Wahi,"22,00 mio. €"
Michy Batshuayi,"4,00 mio. €"
Jessic Ngankam,"1,00 mio. €"
Kamil Grabara,"14,00 mio. €"
Marius Müller,"1,50 mio. €"
Pavao Pervan,300 K €
Jakub Zielinski,-
Konstantinos Koulierakis,"25,00 mio. €"
Denis Vavro,"7,00 mio. €"
Moritz Jenz,"5,00 mio. €"
David Odogu,"1,50 mio. €"
Mathys Angély,600 K €
Joakim Maehle,"14,00 mio. €"
Rogério,"2,50 mio. €"
Kilian Fischer,"6,00 mio. €"
Vini Souza,"15,00 mio. €"
Mattias Svanberg,"12,00 mio. €"
Aster Vranckx,"7,00 mio. €"
Maximilian Arnold,"5,00 mio. €"
Yannick Gerhardt,"2,50 mio. €"
Kevin Paredes,"7,50 mio. €"
Aaron Zehnter,"6,00 mio. €"
Lovro Majer,"17,00 mio. €"
Bence Dárdai,"12,00 mio. €"
David Leal Costa,-
Patrick Wimmer,"15,00 mio. €"
Andreas Skov Olsen,"14,00 mio. €"
Vaclav Cerny,"8,00 mio. €"
Mohamed Amoura,"32,00 mio. €"
Tiago Tomás,"12,00 mio. €"
Jonas Wind,"12,00 mio. €"
Dzenan Pejcinovic,"4,00 mio. €"
Noah Atubolu,"18,00 mio. €"
Florian Müller,"1,20 mio. €"
Jannik Huth,400 K €
Philipp Lienhart,"12,00 mio. €"
Max Rosenfelder,"8,00 mio. €"
Matthias Ginter,"7,00 mio. €"
Anthony Jung,"1,00 mio. €"
Bruno Ogbus,"1,00 mio. €"
Jordy Makengo,"6,00 mio. €"
Christian Günter,"3,50 mio. €"
Philipp Treu,"5,00 mio. €"
Lukas Kübler,"1,50 mio. €"
Patrick Osterhage,"10,00 mio. €"
Nicolas Höfler,500 K €
Maximilian Eggestein,"10,00 mio. €"
Johan Manzambi,"8,00 mio. €"
Merlin Röhl,"12,00 mio. €"
Yuito Suzuki,"10,00 mio. €"
Florent Muslija,"1,80 mio. €"
Daniel-Kofi Kyereh,800 K €
Niklas Beste,"7,00 mio. €"
Vincenzo Grifo,"6,00 mio. €"
Noah Weißhaupt,"5,00 mio. €"
Derry Scherhant,"4,00 mio. €"
Ritsu Doan,"25,00 mio. €"
Eren Dinkçi,"8,00 mio. €"
Cyriaque Irié,"8,00 mio. €"
Maximilian Philipp,800 K €
Junior Adamu,"5,00 mio. €"
Igor Matanovic,"5,00 mio. €"
Lucas Höler,"3,00 mio. €"
Michael Gregoritsch,"3,00 mio. €"
Robin Zentner,"4,00 mio. €"
Lasse Rieß,400 K €
Daniel Batz,250 K €
Andreas Hanche-Olsen,"6,00 mio. €"
Dominik Kohr,"3,50 mio. €"
Maxim Leitsch,"1,50 mio. €"
Danny da Costa,"1,50 mio. €"
Stefan Bell,800 K €
Konstantin Schopp,400 K €
Maxim Dal,150 K €
Phillipp Mwene,"1,80 mio. €"
Kasey Bos,450 K €
Anthony Caci,"12,00 mio. €"
Nikolas Veratschnig,"1,50 mio. €"
Silvan Widmer,"1,20 mio. €"
Kaishu Sano,"20,00 mio. €"
Lennard Maloney,"3,50 mio. €"
Sota Kawasaki,"1,20 mio. €"
Niklas Tauer,500 K €
Nadiem Amiri,"20,00 mio. €"
Daniel Gleiber,225 K €
Paul Nebel,"24,00 mio. €"
Hyun-seok Hong,"3,50 mio. €"
Jae-sung Lee,"2,50 mio. €"
Marco Richter,"1,50 mio. €"
Arnaud Nordin,"5,00 mio. €"
Armindo Sieb,"3,00 mio. €"
Benedict Hollerbach,"12,00 mio. €"
Nelson Weiper,"10,00 mio. €"
Ben Bobzien,"1,20 mio. €"
David de Gea,"5,00 mio. €"
Tommaso Martinelli,"1,80 mio. €"
Oliver Christensen,"1,50 mio. €"
Pietro Comuzzo,"25,00 mio. €"
Luca Ranieri,"12,00 mio. €"
Marin Pongracic,"10,00 mio. €"
Nicolás Valentini,"6,00 mio. €"
Mattia Viti,"5,50 mio. €"
Pablo Marí,"3,50 mio. €"
Niccolò Fortini,"8,50 mio. €"
Robin Gosens,"8,00 mio. €"
Fabiano Parisi,"6,00 mio. €"
Dodô,"24,00 mio. €"
Rolando Mandragora,"12,00 mio. €"
Lorenzo Amatucci,"3,50 mio. €"
Nicolò Fagioli,"18,00 mio. €"
Jacopo Fazzini,"10,00 mio. €"
Amir Richardson,"8,50 mio. €"
Alessandro Bianco,"5,00 mio. €"
Cher Ndour,"5,00 mio. €"
Gino Infantino,"2,00 mio. €"
Costantino Favasuli,"1,40 mio. €"
Lucas Beltrán,"18,00 mio. €"
Antonín Barák,"2,50 mio. €"
Abdelhamid Sabiri,"1,70 mio. €"
Riccardo Sottil,"5,00 mio. €"
Josip Brekalo,"3,30 mio. €"
Jonathan Ikoné,"7,00 mio. €"
Albert Gudmundsson,"18,00 mio. €"
Moise Kean,"50,00 mio. €"
M'Bala Nzola,"6,00 mio. €"
Christian Kouamé,"4,00 mio. €"
Edin Džeko,"1,60 mio. €"
Jonas Urbig,"12,00 mio. €"
Manuel Neuer,"4,00 mio. €"
Daniel Peretz,"3,00 mio. €"
Leon Klanac,-
Dayot Upamecano,"50,00 mio. €"
Min-jae Kim,"40,00 mio. €"
Jonathan Tah,"30,00 mio. €"
Hiroki Ito,"25,00 mio. €"
Tarek Buchmann,500 K €
Alphonso Davies,"50,00 mio. €"
Raphaël Guerreiro,"8,00 mio. €"
Adam Aznou,"4,00 mio. €"
Josip Stanisic,"32,00 mio. €"
Konrad Laimer,"25,00 mio. €"
Sacha Boey,"18,00 mio. €"
Aleksandar Pavlovic,"55,00 mio. €"
Joshua Kimmich,"45,00 mio. €"
João Palhinha,"30,00 mio. €"
David Santos Daiber,-
Tom Bischof,"30,00 mio. €"
Leon Goretzka,"22,00 mio. €"
Jamal Musiala,"140,00 mio. €"
Paul Wanner,"18,00 mio. €"
Lovro Zvonarek,"1,50 mio. €"
Lennart Karl,"1,50 mio. €"
Kingsley Coman,"30,00 mio. €"
Serge Gnabry,"22,00 mio. €"
Bryan Zaragoza,"12,00 mio. €"
Michael Olise,"100,00 mio. €"
Thomas Müller,"6,00 mio. €"
Harry Kane,"75,00 mio. €"
Jonah Kusi-Asare,"2,50 mio. €"
Alexander Nübel,"12,00 mio. €"
Fabian Bredlow,800 K €
Stefan Drljaca,325 K €
Finn Jeltsch,"20,00 mio. €"
Jeff Chabot,"12,00 mio. €"
Ameen Al-Dakhil,"7,50 mio. €"
Luca Jaquez,"6,00 mio. €"
Anrie Chase,"3,00 mio. €"
Dan-Axel Zagadou,"2,00 mio. €"
Maximilian Mittelstädt,"20,00 mio. €"
Ramon Hendriks,"5,00 mio. €"
Josha Vagnoman,"10,00 mio. €"
Lorenz Assignon,"9,00 mio. €"
Leonidas Stergiou,"5,00 mio. €"
Pascal Stenzel,"2,00 mio. €"
Angelo Stiller,"45,00 mio. €"
Atakan Karazor,"12,00 mio. €"
Yannik Keitel,"3,50 mio. €"
Nikolas Nartey,400 K €
Enzo Millot,"35,00 mio. €"
Noah Darvich,"2,00 mio. €"
Chris Führich,"15,00 mio. €"
Justin Diehl,"3,00 mio. €"
Jamie Leweling,"20,00 mio. €"
Silas,"7,00 mio. €"
Lazar Jovanovic,"2,00 mio. €"
Nick Woltemade,"30,00 mio. €"
Ermedin Demirovic,"22,00 mio. €"
Deniz Undav,"20,00 mio. €"
Juan José Perea,"2,00 mio. €"
Finn Dahmen,"9,00 mio. €"
Nediljko Labrovic,"2,50 mio. €"
Daniel Klein,150 K €
Tobias Jäger,100 K €
Chrislain Matsima,"22,00 mio. €"
Cédric Zesiger,"7,00 mio. €"
Keven Schlotterbeck,"6,00 mio. €"
Noahkai Banks,"6,00 mio. €"
Maximilian Bauer,"2,00 mio. €"
Jeffrey Gouweleeuw,"1,50 mio. €"
Dimitrios Giannoulis,"3,00 mio. €"
Mads Pedersen,"2,00 mio. €"
David Colina,850 K €
Marius Wolf,"3,00 mio. €"
Henri Koudossou,"2,00 mio. €"
Kristijan Jakic,"6,50 mio. €"
Tim Breithaupt,"2,50 mio. €"
Robin Fellhauer,"1,80 mio. €"
Mahmut Kücüksahin,175 K €
Han-Noah Massengo,"5,00 mio. €"
Arne Maier,"4,00 mio. €"
Elvis Rexhbecaj,"3,50 mio. €"
Alexis Claude-Maurice,"12,00 mio. €"
Mert Kömür,"5,00 mio. €"
Elias Saad,"4,00 mio. €"
Yusuf Kabadayi,"1,50 mio. €"
Kyliane Dong,500 K €
Phillip Tietz,"5,00 mio. €"
Samuel Essende,"4,50 mio. €"
Steve Mounié,"2,00 mio. €"
Michael Zetterer,"4,50 mio. €"
Mio Backhaus,"2,00 mio. €"
Markus Kolke,300 K €
Stefan Smarkalev,-
Marco Friedl,"12,00 mio. €"
Maximilian Wöber,"8,00 mio. €"
Niklas Stark,"4,00 mio. €"
Amos Pieper,"3,50 mio. €"
Julián Malatini,"2,50 mio. €"
Karim Coulibaly,-
Mick Schmetgens,-
Felix Agu,"8,00 mio. €"
Olivier Deman,"3,00 mio. €"
Mitchell Weiser,"5,00 mio. €"
Senne Lynen,"9,00 mio. €"
Skelly Alvero,"2,50 mio. €"
Wesley Adeh,-
Jens Stage,"14,00 mio. €"
Leonardo Bittencourt,"1,50 mio. €"
Dikeni Salifou,400 K €
Romano Schmid,"17,00 mio. €"
Isak Hansen-Aarøen,"1,00 mio. €"
Leon Opitz,600 K €
Patrice Covic,-
Marco Grüll,"4,00 mio. €"
